iter,ws,wstd
3,2145.449502481032,17.997253760793892
120,2088.5386972278366,25.404671803149494
140,2036.3209411496332,20.624998304110747
143,1989.714996827664,23.79360167907149
180,1873.9794299713576,24.00817450613717
220,1710.7912214947748,27.507130814753918
240,1554.3633759391128,30.32599204978497
276,1499.4985429519227,29.28826645592025
305,1456.855332382067,24.511837161021884
400,1344.694589745651,24.91936482038787
420,1298.0658937562157,28.78473579970371
500,1287.7167859637602,27.305742693105667
521,1222.2436210448795,30.128902462541944
921,1160.536872455739,28.183785999954488
1000,1119.7880847769231,22.78447302512882
1500,1158.9326997530948,26.716467923702016
1640,1084.2725204415972,27.751647086593096
2000,1356.240349528488,32.84265193464591
2500,1254.7265961099868,36.29478515898657
3000,1311.245520676586,31.728784547251415
3500,1196.7136811309176,16.65003532361979
4000,1296.2259685451622,32.27087787239878
4500,1169.9677077546598,28.895320035991382
5000,1149.7181897779922,15.384527774059713
5500,1227.1746559805972,20.50553902324857
6000,1229.7471866904255,32.13694675171562
6500,1228.264341198783,16.578186083153184
6563,1049.902148251214,16.025613343380158
7000,1255.3956536731473,21.107761464713757
7500,1193.6624467705005,20.176709916998192
8000,1111.7868632168606,21.569048402050623
8222,1031.9224905348535,17.074525088017996
8500,1392.1040462093545,39.05390024886274
9000,1175.935016243206,24.385046419296668
9500,1172.2959249942294,21.673013999189962
10000,1157.4393893049764,19.40821165683664
10500,1376.522543075464,26.5647371242563
11000,1465.6980863938004,31.653073708143232
11500,1315.3019658954718,27.278995395297223
12000,1333.3855813173354,26.764560270081265
12500,1337.9205972434816,24.427929497222852
13000,1316.8396972508908,33.355033392343834
13500,1170.5016484053838,22.027014945774994
14000,1219.3968910623494,28.753812991254463
14500,1088.5595671949045,9.845915374799352
15000,1122.8427079095895,13.572319171822409
15400,1024.8732922663974,18.66741058593485
15411,1026.0808518496206,14.617725294518241
15457,1024.8292557717136,22.35277132768165
15500,1063.8229210377292,25.706630970852153
16000,1281.9595043853392,33.46923796194692
16500,1291.1043268969663,27.480281505432128
17000,1191.404242658459,24.333080738877683
17500,1269.4081685163296,19.27247848375185
18000,1102.4409615746554,14.024184086722352
18500,1082.8543616081781,18.83632376819084
18804,993.517390532598,15.775022052065413
19000,1086.6103100737146,13.25101744471232
19500,1204.3803082081427,27.081698951857742
20000,1305.8388584979018,19.709135836276705
20500,1214.59653528224,17.486852503415093
21000,1177.6701681061081,18.212123916395022
21500,1204.441575501614,29.592165713808857
22000,1094.9369244125546,20.485270277042773
22500,1178.0685560807844,13.945357215917413
23000,1115.1559019731797,14.838395809054322
23500,1108.3196704183888,27.337874117483025
24000,1162.962221399899,21.149377574829597
24500,1069.218874792942,15.21238017067922
25000,1354.3878050705064,15.249112191154607
25500,1349.2024943384915,27.73429521572229
26000,1245.443837463112,36.79160435000446
26500,1178.0868001864624,19.070745927182944
27000,1187.057207299009,19.971353872812735
27500,1161.2244240803373,22.11888255333629
28000,1210.4502262981184,19.491141345192393
28500,1165.0552857911357,15.716625216402232
29000,1243.5449745904323,17.555101308269514
29500,1219.6533117833874,32.58464359621861
30000,1236.2822708383555,26.302325767003143
30500,1307.103662425269,27.471834632511385
31000,1150.7712614132004,27.360074546788162
31500,1267.5588235555722,29.765956465197142
32000,1218.29320599424,18.29028941813891
