iter,ws,wstd
3,2891.2022844486164,29.37931089744659
106,2903.133882577483,29.57945478086724
111,2873.314930338167,30.48180811641898
140,2803.1714139724245,32.511822434878304
141,2781.5533626677097,37.50167246319002
160,2727.2618323954184,36.04719511599965
161,2714.1194478918924,30.525756867984338
166,2706.5561245361987,27.96945984531524
180,2600.112252193365,38.994622977978686
184,2601.05422869846,47.61055948527229
207,2592.567555927425,38.80377031427749
215,2579.0175449095964,31.85453781835362
220,2451.156747277738,24.1188782735664
221,2464.74889747844,30.83646244056686
238,2458.864763932418,39.31757205680284
239,2454.464933655982,37.19959347416062
243,2462.3777328108363,27.770893213434306
244,2456.3238831770805,38.85995448930621
245,2445.421127772209,31.57580574357091
248,2456.99460886755,37.80670820157831
249,2441.127690996004,28.09899153509204
250,2428.716760375404,30.8118195717865
259,2431.774388837212,26.483378518338423
260,2276.1811304984994,33.32745844340344
261,2295.250712158423,29.569843481624364
263,2286.2420671304417,30.307874067042363
264,2270.3870851443253,25.88633975337431
267,2268.9790106484556,35.56539339356885
268,2264.617489358666,26.649590019597966
270,2263.713445241235,36.37262430743909
271,2272.941192124933,30.885707115905618
272,2258.147472506758,26.18346734310381
273,2287.3004439103547,22.754833976961713
274,2249.715438777591,28.378579381097776
279,2259.8204924034235,22.58285669274777
280,2078.2363258940386,44.54771572946317
281,2087.848077633228,34.06005388380311
282,2076.070297846303,19.966923296920324
283,2078.045112393807,27.603843841119357
284,2098.0802943781923,41.91522845117616
285,2080.6660918909934,30.28204614094014
286,2087.3424881412943,30.565981954273077
287,2066.532918581775,25.89854472724648
288,2072.0512279093755,36.7182451631158
289,2070.8424790334257,36.26710262682204
292,2069.9655547064717,18.824510340879044
295,2070.114898536441,31.660496887039198
296,2061.5432219236436,31.634398919091115
299,2061.515059278075,22.449613890452554
300,1961.3392025333153,13.978041985879639
301,1943.5667524750388,28.268910232892015
302,1938.0769179833674,35.217968035773
303,1942.0281717750397,30.641077977792538
304,1960.191206055312,35.97321319107487
306,1957.4037031989465,22.156756629745868
307,1952.0547773409005,16.187442148106467
308,1923.2154583516797,16.618443609508724
320,1865.3503631390267,22.172824362938513
339,1857.7397475592247,12.574645764457179
500,2837.7306342595457,34.630976685496655
1000,2159.178606280261,29.189676973724282
1104,1823.0919319357738,24.676697874790307
1114,1803.227266254948,21.352047126518535
1120,1725.064280275361,29.33403468134804
1140,1684.2068756320896,12.920705526255594
1500,2327.471120711049,45.58968470916317
1740,1606.2229847278827,32.07230942006075
1757,1558.4051762114384,29.024055127357066
1760,1524.7613027625391,27.34583357840183
1770,1491.6135557663706,23.656186712221913
1780,1431.9963825131535,23.930405037055312
1789,1391.2351287202514,27.19862216309512
1801,1374.2894962140535,21.234206088565507
1814,1356.9684356645398,21.648241981562247
1820,1369.0858125633727,13.30417878625573
