iter,ws,wstd
3,2957.9817585182973,33.230613727446475
101,2923.6986222258374,42.09917550136173
120,2752.568643408925,21.801202903704905
140,2606.98266601513,21.264730984025256
160,2497.911320211283,37.65159874328565
180,2405.0035407517835,24.910005662588205
189,2373.8469574969754,44.814655383204716
200,2281.2624866405413,29.008136055661197
220,2186.734057574801,39.90695090853053
240,2109.784786568167,28.613117581910604
297,2091.096320890781,25.88060336036891
320,2037.8698283083831,33.55156744540508
347,2019.3582808751823,35.51664050652038
403,1985.2822025961752,23.548692566994884
449,1954.794200337641,26.96267565995239
500,1889.1048066777525,34.93165975745527
540,1809.2168336810682,42.24039425034505
601,1765.3024592781035,13.270319722149477
640,1715.7540147335562,33.89674110970989
649,1694.4350932743116,33.995023487044925
680,1659.5234364735443,16.919335576782856
682,1642.6331604881514,28.793006647568387
710,1617.613643231547,39.473827288848284
783,1585.8357530011224,22.543281391544095
822,1585.4276173924188,23.873683348032962
825,1555.5746520343853,30.449758852621347
1000,1672.2865435163826,23.70260362538579
1080,1522.1553437699272,29.5326396976623
1123,1500.0773828289525,27.105235488193394
1141,1513.7226420280408,22.450519976015087
1142,1495.0065188924668,25.725385631396772
1143,1486.2909905595611,28.473541608502845
1153,1474.546299670316,18.861504192858117
1160,1467.6567783893522,23.738470146186337
1161,1448.0507755864407,30.22339457320371
1162,1446.4507261821516,19.189274715960476
1165,1442.2280088438984,28.026732687597292
1173,1424.8771336468049,23.34830277095821
1220,1370.9442633472638,33.11100125379351
1276,1367.0465360241853,18.96549222146401
1279,1346.9808636083792,17.06565617392425
1500,1377.7565379447442,26.44983677657441
1632,1348.754219219118,27.465502609372816
1640,1347.137207099353,20.12149630233356
1641,1336.0486631498766,28.256768044148735
1645,1323.8112154201763,17.90654925413819
1652,1321.179441304282,17.561871260684963
1724,1309.9204728250675,16.562320357223804
1740,1297.3799962023502,19.745124036377167
1751,1292.88380957854,13.338813925764086
1757,1295.2238221983596,21.074610068101613
1761,1295.3902483601998,18.764638471620977
1773,1288.6973608219757,15.92347079003263
1784,1286.4891561314726,18.766438465092573
1864,1297.7168467259285,17.41684440654414
1903,1288.6726120870449,14.951016300040555
1921,1266.4461083929577,30.444893881443228
2000,1319.2055250114586,23.840153290586173
2500,1340.8523998963756,14.71810211078424
2854,1286.8781610514961,20.068020362523708
2860,1268.579803850985,36.048711344377274
2884,1250.0400462284513,32.35275521084558
2890,1235.0003592655034,30.196550293958488
2906,1234.158714160956,21.890789369856314
3000,1276.9914906425424,44.617567074365795
3040,1243.6203482201413,27.236660001770392
3045,1251.0264349328809,20.231840577007333
3051,1227.7310807052613,29.648967447142173
3087,1234.700014096684,32.65924131198465
3120,1228.9977250681563,26.4106044137802
3121,1248.2629732442817,18.85119910877728
3122,1234.9585103250429,30.445865681966342
3123,1231.1177417652823,19.224824386920975
3127,1220.0256854243562,25.150515053419884
3129,1235.9419685193602,19.762522606022422
3132,1235.5658045577914,18.80881069114287
3133,1227.9313068514818,25.95690217590736
3134,1226.3971518341532,18.10962394366541
3137,1208.0120913805047,19.35229403556747
3141,1211.2714166234489,21.823203836564996
3142,1221.5718083624613,33.18420736615087
3143,1230.2649415493095,24.61736037424964
3146,1185.2774220872545,16.04409508163266
3159,1197.8102333857933,20.86667545947763
3160,1193.1865026112696,15.222382097039777
3189,1202.561126338553,29.091333655433758
3194,1189.5365195989966,23.167173677896066
3200,1203.2744368531517,13.720252725408205
3203,1193.6117773659394,14.734246708268042
3208,1196.10294190604,29.078179711695242
3211,1187.7793401230715,27.823508712282592
3212,1190.6608140586018,16.443775931882744
3215,1173.3654963133247,26.060443702462752
3216,1167.607160074302,24.694581766759928
3500,1289.1764872560466,22.53439144414662
3664,1171.8265731111608,19.680380882717856
4000,1281.7003091901183,27.72313741708685
4500,1528.3130933475643,26.151768383388045
5000,1730.7301168079364,27.269322653235516
5500,1756.7697603910026,24.237805942200197
6000,1941.6435920850952,22.779833749150715
6500,2109.5844682390925,19.32391209559074
7000,1964.1064080869778,23.947393930356927
7500,1891.284455845676,20.753709123493223
8000,1717.3022221860526,22.48103351470227
8500,1659.9795257615078,22.018778615989735
9000,1468.3603064579108,32.49623956394594
9500,1237.238994648627,25.359395553065905
10000,1502.7694379522015,22.921989671470353
10500,1320.4931856537064,19.851218903962383
11000,1402.9155452154664,12.023583507346757
11500,1342.499306153901,20.78830665353193
12000,1555.544112362088,28.198514865075495
12500,1244.4354732985205,19.47769685714025
12520,1167.3430148649961,26.443534042732406
12608,1177.3320544615656,19.91026998156363
12658,1157.526739853378,18.59118271117964
13000,1333.7291379473913,33.47823607458673
13500,1348.1999977230353,28.524375261153
14000,1352.4299583865172,34.41164505858919
14500,1373.831022923529,28.352570002427917
15000,1354.8592705930646,16.48264857749241
15500,1284.111640298202,23.598423875047132
16000,1316.0150594161998,29.27591138009782
16500,1605.7424997013504,22.83161277379773
17000,1460.1654109254332,28.310625174782558
17500,1606.5433038378653,24.93213656869906
18000,1491.3407536674242,22.55597866875546
18500,1484.9980160855655,23.136164633729162
19000,1526.4374750124882,25.16822692290096
19500,1489.4647477059002,20.849570916133377
20000,1437.9708077756918,14.350358415945939
20500,1424.4355408467559,15.876086506450077
21000,1533.171731363247,28.526433763743253
21500,1700.6762613512517,29.296548773221158
22000,1725.0960777399923,24.513082001699736
22500,1748.2677463333343,33.23595488964583
23000,1786.3059586263112,41.21492231761889
23500,1654.0432674455878,28.66017692548413
24000,1684.7188050708378,16.89314905209944
24500,1714.0509827272513,39.7198157207257
25000,1803.1775009666592,15.485079926278413
25500,1861.301678299865,26.140953698552114
26000,1851.527568077856,13.372733672376768
26500,1895.2237724653162,17.730267509919067
27000,1868.1662909868628,17.755004788376954
27500,1775.1409377759749,24.439324798542458
28000,1942.5969240772897,22.624457455439817
28500,1860.1133557611945,25.48606890284056
29000,1869.0292030854696,28.371131519878524
29500,1735.2988415132659,26.533848776110716
30000,1712.627841899795,17.189816742273624
30500,1671.315422182095,27.32819325653644
31000,1792.0127870940155,23.809369998633567
31500,1831.3706426590259,23.94582060157414
32000,1881.3224605891326,29.594396799838
32500,1716.6545981666993,25.241190614989975
33000,1726.8732475458462,26.53191170427495
33500,1839.401118673402,16.88738089842435
34000,1844.143414060239,25.996090298199192
34500,1908.95244178387,31.153419771286792
35000,1790.5155387701507,31.848548442570326
35500,1843.626223316553,15.496923437467602
36000,1857.8232905473426,18.857959767778354
36500,1963.7006433336505,10.74813585413946
37000,1743.3657240897196,23.90500024493085
37500,1730.667578070923,30.531919067355915
38000,1515.9707711215392,24.96835814858944
38500,1496.30257343776,21.660027871826607
39000,1661.8194433701276,28.423205473269274
39500,1581.3167604050939,13.934786319032138
40000,1710.5539062515577,24.51444730151521
40500,1572.0079353587516,13.546238408557263
41000,1593.1383082173913,18.82477212427137
41500,1602.2135410656615,26.84373115475621
42000,1584.5238097722188,19.980017182797116
42500,1602.9664231591378,16.805220045106022
43000,1479.3372741560352,21.239226551351887
43500,1450.8319606955058,23.479081616789394
44000,1447.927282771136,25.391924620830487
44500,1443.2612063394877,20.808205264278712
45000,1488.4655721158374,13.145634829253243
45500,1485.7430998404147,23.31684469729514
46000,1575.524155545882,25.861803235736243
46500,1680.861113022383,28.541194691038193
47000,1765.2310697228022,27.828946985985528
47500,1699.368424450716,21.309400276215523
48000,1642.0913759660004,27.24038401399598
48500,1811.938896061106,30.02389443080767
49000,1838.5137872103376,38.05984616520779
49500,1790.33246308103,23.394822361069547
50000,2040.4607522221734,29.413273953273585
50500,1939.2549547085152,23.8437761950272
51000,1983.1918402426763,31.234256871632148
51500,1997.1554616724018,27.182983575198286
52000,1990.2366329588792,27.053601581300825
52500,2059.1351224804644,28.65268043234922
53000,2351.301830535534,25.5542267010549
53500,2119.201782132882,33.33068961703366
54000,2092.443675961472,36.59692969724644
54500,1919.58282741308,27.86345868687397
55000,2039.1890922561265,31.99118041535251
55500,2048.2774658048097,23.920437000072933
56000,1923.1802366179822,23.313032411706658
56500,2054.40115860661,20.54112662860501
57000,2164.216525343466,24.35663962296577
57500,1992.3460519782234,30.993946664192343
