iter,ws,wstd
3,5993.079574060085,28.941014445249213
101,3349.300068733981,35.81898457511013
102,3316.5103372414533,33.075694914635136
103,3341.6994795023493,43.35318417786773
104,3322.157786629204,32.84055777503936
105,3347.8946331099746,32.171128403368996
106,3343.7183909338723,26.6222920186149
107,3330.7657709025143,21.492040885259655
108,3348.668005191406,46.17838554182202
109,3340.800354192367,33.24564002900848
110,3200.7021091805086,36.633417122666934
111,3207.654992222685,30.917748572266852
112,3213.123008995971,42.84755636139844
114,3214.4974420163885,29.286109344604082
115,3215.482059521944,23.152205250431347
116,3209.2830898991297,20.702296867468686
117,3187.0298190279673,34.73137718494276
118,3229.569029408237,37.46939433838936
119,3192.7502975119346,40.21575980709001
120,3179.615135121534,39.73820945218456
121,3187.061624401259,24.272127470157965
122,3185.936365502837,35.41920925954017
123,3200.891417492578,40.5109082246915
124,3198.843181545769,28.92345106790839
126,3199.8300260115952,45.21496106042238
128,3209.737625287737,46.712682471392455
129,3195.8068592559334,25.72610046581398
130,3226.591197666693,34.19418969037212
133,3194.902769729947,33.74230092091314
134,3205.3313953857164,36.576868767450776
135,3190.730840974866,31.490692563259135
136,3201.166033059531,29.592518703269388
137,3187.13733688093,39.435023067388805
138,3212.6634810884016,21.379232202194437
140,3125.022750908717,40.71854637359581
144,3130.318595621228,33.59706932254455
147,3125.806669830816,35.274028164810765
148,3152.0317441741745,45.204860650460155
151,3150.2984127646073,30.728274700792007
152,3167.9745013175952,41.95089898486468
154,3140.8288759634206,41.756650994048464
155,3144.3940991078607,29.445554460820336
157,3155.096572875059,30.932724006666806
160,3121.2187176322636,27.112233373567847
161,3121.063761991708,36.1932227122024
162,3144.6690687475634,26.64484181672329
163,3146.227857006352,15.443417279487749
164,3138.9182851402634,35.700123419290655
166,3123.41430322681,44.9982076525273
169,3146.5625729433723,34.944510992371775
170,3085.2535909743956,42.56852443068597
171,3080.3296896706815,39.26274521013812
172,3104.13851638534,26.78381590604185
173,3090.075222614335,31.937351586005093
174,3098.7435651936785,38.644816031010684
175,3083.309114642761,49.49204813700631
176,3056.627626178021,37.08654775343881
177,3084.575212933506,28.825224780067273
179,3062.8896147360574,23.548658603010857
180,3067.8456218303854,25.85379983410393
181,3063.7216721190402,21.491176819721076
182,3072.508489777497,41.041043571812025
183,3081.3328001382993,44.23014744560185
184,3078.964295877415,38.9936459846885
185,3061.2501434815404,26.930342952713062
186,3066.3940231083616,19.72068167674719
187,3058.8318923908823,32.86856213830524
188,3090.4575656549328,32.78874124242896
189,3079.4117697226616,39.69505652666257
190,3067.2913063625374,22.57777887258154
191,3067.8377325503548,39.2829385947992
192,3084.07726712772,21.939086050542496
193,3056.2465536307636,33.26614870698184
194,3081.9057307349885,33.28588916438243
195,3071.01454504299,41.0628280688296
196,3085.43192996567,28.48294272381132
197,3059.8732945838105,28.80237300172817
198,3077.3997454218256,33.977256346772066
199,3071.3642447552675,36.53409624883565
200,3007.9010704194743,25.291406633723568
201,3001.4408088823943,50.7763224348448
202,3012.3939982575525,38.87542915263708
203,2983.2077385266325,38.98089510090969
204,2995.40833192821,45.84603821541862
205,3007.6404248560934,33.46896948180914
210,2964.942981792804,29.56056516693197
211,2994.9127031412304,49.362725066184666
212,2946.8883694292244,29.513473448201626
213,2931.4638274934177,26.23243081417705
215,2949.829284470502,33.748644477343596
216,2953.7957187194943,47.21185361131588
217,2959.9539472567153,28.018341290032414
220,2828.2718124591224,38.29943921502838
224,2838.1207343279443,32.01079375167465
229,2850.5479605448913,43.96871673173783
230,2841.9302528191547,21.23123661838732
231,2849.203986438837,31.28093680149297
232,2846.8937072582767,34.04846346381084
238,2841.1033725468073,34.54832634578547
248,2832.7408057323623,30.73863413648266
252,2850.8414835701324,40.81466169041598
257,2854.1219402284974,35.34755278934914
270,2823.570821581261,28.899085679320702
271,2811.9413845664585,24.30456206216846
272,2827.5002897869063,20.254805902120246
273,2822.0123696060814,37.36442949761099
274,2842.638655555679,41.98457688177741
275,2841.9613714217144,28.84599468192416
276,2829.3890869849993,34.20381653950332
277,2827.6193209003964,47.938826732570774
278,2813.495242722588,42.21065335209756
279,2806.535808885627,28.260396294697642
280,2774.8506656569425,40.98723372990691
284,2763.7841501288663,26.78519957309611
287,2752.2869524169255,42.49557656077742
291,2756.4493561785557,36.67960545067682
293,2763.0202397437547,29.080083847678253
294,2768.090950354773,40.64701843349557
295,2755.0660617223266,42.63652884330836
296,2778.2676896292974,28.15286891549678
297,2771.630665054651,35.647122482646374
298,2755.197567679855,47.46836477832655
300,2705.034125729246,27.650899824238678
